96,2,1,12,2,4,5,725,1,0,3,15,9,3,0.26,96
100,6,2,2,1.5,1,1,75,1,10,3,41,10,2,2.57,100
100,2,1,4,1,2,2,119,1,0,14,2,10,3,0.15,100
97,2,1,4,1,1,2,110,2,15,2,23,10,2,0.7,97
83,10,1,2,1,1,1,179,2,45,2,15,8,1,1.33,83
90,2,1,6,2,2,2,175,4,10,2,2,10,1,0.35,90
91,2,1,2,1,0,1,125,2,20,6,67,9,2,1.87,91
96,11,1,4,1,2,4,220,4,60,3,17,10,2,0.59,96
90,2,1,2,1,1,1,239,1,5,2,4,10,2,0.83,90
64,2,2,2,1.5,1,1,75,1,0,1,5,8,1,0.35,64
100,11,2,2,1,1,1,30,1,0,1,2,10,2,0.3,100
100,2,2,1,1,1,1,45,1,25,20,1,10,3,1,100
83,6,2,5,1,1,5,160,4,20,3,13,8,2,0.35,83
93,2,2,1,2,1,1,55,2,15,1,3,9,3,0.88,93
90,2,2,4,2,1,2,79,1,59,3,28,10,3,1.53,90
92,2,2,2,2,1,1,79,1,0,1,5,10,3,0.31,92
78,2,1,2,1,0,1,75,1,0,1,404,8,2,5.87,78
93,2,2,2,1,1,1,105,1,35,2,23,9,2,1.69,93
99,10,2,1,1,1,1,85,1,0,2,34,10,2,1.44,99
98,10,2,2,1,1,1,110,1,10,2,8,10,2,3.29,98
87,2,1,2,1,1,1,199,1,0,30,1,8,4,0.02,87
80,2,2,2,1,1,2,45,1,0,7,1,10,1,1,80
96,2,1,4,1,2,2,269,1,0,30,2,10,4,0.05,96
75,2,2,2,2,1,1,69,1,10,1,8,9,1,0.52,75
85,10,2,2,1.5,1,1,45,1,10,3,4,9,2,1.03,85
100,10,2,1,1,1,1,70,1,0,3,6,10,2,3,100
86,10,2,3,1,1,2,70,2,10,1,7,10,1,2.1,86
83,2,2,5,2,1,3,99,1,39,4,14,9,3,0.79,83
84,2,2,1,1,1,1,90,1,15,2,8,9,2,1.9,84
93,6,2,2,1,1,1,80,1,20,1,9,10,3,6.75,93
95,2,1,6,2,3,3,275,2,5,3,28,10,3,1.83,95
80,2,2,2,1,1,1,71,1,0,1,1,8,1,1,80
92,2,2,2,1,1,1,125,1,0,1,70,10,3,1.93,92
95,2,3,2,1,1,2,52,1,25,7,14,10,2,3.62,95
79,2,2,2,1,1,1,70,2,0,2,72,9,2,1.93,79
88,2,1,3,1,1,1,208,2,35,1,5,10,2,2.63,88
84,2,1,7,1,2,3,399,4,0,2,31,9,3,0.73,84
93,2,1,2,1,1,1,100,1,0,3,3,9,1,0.23,93
95,2,2,1,1,1,1,75,1,40,2,42,9,3,1.63,95
89,2,1,3,2,1,1,115,0,0,5,9,9,3,0.23,89
60,2,1,2,1,1,1,65,1,0,2,3,8,2,0.36,60
82,2,2,3,1,1,3,75,2,20,2,73,8,2,1.95,82
90,2,1,4,1,2,2,199,1,0,2,8,10,2,2.89,90
93,2,1,4,1,2,2,160,1,0,2,3,9,3,0.29,93
96,2,2,2,1,1,1,65,1,0,2,50,10,1,1.73,96
100,2,2,1,1,1,1,41,1,0,1,2,9,1,0.75,100
85,2,2,2,1,1,1,49,2,50,1,14,9,2,2.33,85
80,2,2,1,2.5,1,1,35,1,0,20,1,10,1,1,80
100,13,2,2,1,1,1,72,1,20,1,4,9,2,0.45,100
80,2,2,2,1,1,1,90,1,25,2,3,8,3,0.23,80
100,2,2,2,1,1,1,100,1,0,5,2,10,3,0.8,100
91,2,1,2,1,1,1,170,1,18,1,73,9,3,3.86,91
40,2,1,3,1,1,1,169,1,0,5,1,6,3,0.22,40
86,2,1,5,1,2,4,150,1,0,5,7,9,1,2.14,86
87,2,2,1,1,1,1,56,1,0,1,3,10,1,0.94,87
100,11,1,3,1,1,2,140,2,120,4,10,10,3,0.6,100
95,2,2,2,1,1,1,88,1,20,1,20,10,3,1.38,95
93,10,2,2,1,1,1,74,0,0,1,25,10,2,11.36,93
100,2,3,1,1,1,3,40,1,0,1,2,10,3,0.15,100
98,6,2,2,1,1,1,80,1,20,1,9,10,3,2.41,98
100,10,2,1,1,1,1,50,1,0,1,1,10,1,0.07,100
93,2,2,3,1.5,1,1,103,2,30,1,24,9,2,1.16,93
85,2,2,1,1,1,1,42,1,20,1,4,8,1,1.5,85
80,2,1,3,1,1,1,169,1,0,3,2,10,3,0.16,80
84,10,2,2,1,1,1,89,1,25,1,27,9,1,2.35,84
74,2,1,4,1,2,2,150,1,0,1,10,8,1,2.78,74
93,2,2,3,2,1,2,99,1,39,4,9,9,3,1.08,93
100,2,1,5,1,2,3,272,1,0,3,1,10,2,0.19,100
93,10,2,1,1,1,1,85,1,0,2,8,10,2,2.96,93
80,10,2,2,1,1,1,70,1,0,1,1,10,1,1,80
90,2,1,4,1,1,2,109,1,0,5,6,10,3,0.47,90
94,10,2,1,2,1,1,79,1,0,1,33,10,1,2.84,94
68,2,3,1,1,1,1,28,0,0,3,11,7,3,1.3,68
95,2,1,2,1,0,2,55,1,35,2,4,9,2,2.5,95
98,2,2,2,1,1,1,110,1,0,2,9,10,3,0.35,98
67,2,2,1,1,1,1,40,1,0,1,3,7,1,1.3,67
